CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE
I-200-22075-985004,Certified,2022-03-23,Civil Engineers,"Strand Systems Engineering, Inc.",Dallas,TX,Dallas,TX,58739.0
I-200-20346-952276,Certified,2020-12-17,Management Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Virginia Beach,VA,76648.0
I-200-19136-601344,Certified,2019-05-22,Management Analysts,Tachyon Technologies Llc,Irving,TX,King Of Prussia,PA,76357.0
I-200-21287-645337,Certified - Withdrawn,2022-03-18,Statisticians,Massachusetts Mutual Life Insurance Company,Springfield,MA,New York,NY,92019.0
I-200-21124-286216,Certified,2021-05-11,Financial Analysts,Cooperatieve Rabobank U.a.,New York,NY,New York,NY,161346.0
I-200-21050-089495,Certified,2021-02-26,Computer Programmers,Tata Consultancy Services Limited,Rockville,MD,Augusta,ME,60341.0
I-200-20254-814140,Certified,2020-09-17,"Software Developers, Applications",Ilap Systems Inc,Bellevue,NE,Phoenix,AZ,83637.0
I-200-23094-902918,Certified - Withdrawn,2023-06-28,"Medical Scientists, Except Epidemiologists",University Of Florida,Gainesville,FL,Gainesville,FL,60445.0
I-200-21167-404795,Certified,2021-06-24,Computer Programmers,Tata Consultancy Services Limited,Rockville,MD,San Jose,CA,96221.0
I-200-20328-924747,Certified,2020-12-01,Accountants And Auditors,Deloitte Tax Llp,Philadelphia,PA,Marana,AZ,66156.0
I-200-23097-914501,Certified,2023-04-14,"Electronics Engineers, Except Computer","Advanced Micro Devices,  Inc.",Santa Clara,CA,Santa Clara,CA,177341.0
I-200-20157-631033,Certified,2020-06-12,"Software Developers, Applications",Flysoft Inc,Jamesburg,NJ,Salt Lake City,UT,66186.0
I-200-20063-372495,Certified,2020-03-10,Computer Systems Engineers/Architects,Cognizant Technology Solutions Us Corp,College Station,TX,Boston,MA,92498.0
I-200-22087-013920,Certified,2022-04-04,Clinical Data Managers,"Fulcrum Therapeutics, Inc.",Cambridge,MA,Smithtown,NY,132184.0
I-200-21124-285158,Certified,2021-05-11,Computer Systems Engineers/Architects,"Hornblower Group, Inc",San Francisco,CA,Thousand Oaks,CA,91458.0
I-200-19210-236990,Certified,2019-08-02,"Computer Occupations, All Other",Accenture Llp,Chicago,IL,Atlanta,GA,92872.0
I-200-19082-267410,Certified,2019-03-28,Information Security Analysts,Tanvi It Solutions Inc,Chantilly,VA,Houston,TX,81182.0
I-200-23152-069551,Certified,2023-06-08,Software Developers,"Srs Consulting, Inc.",Fremont,CA,Morrisville,NC,101421.0
I-200-21172-414973,Certified,2021-06-28,"Software Developers, Applications","Pamten, Inc.",Princeton,NJ,Normal,IL,91790.0
I-200-23170-125393,Certified,2023-06-26,Business Intelligence Analysts,Vmark Solutions Inc.,Sterling,VA,Sterling,VA,100235.0
I-200-21068-130814,Certified,2021-03-16,"Software Developers, Applications",Headstrong Services Llc,Short Hills,NJ,San Jose,CA,120578.0
I-200-20227-770351,Certified,2020-08-21,Electrical Engineers,Lhp Software Llc,Columbus,IN,Southfield,MI,81827.0
I-200-21356-781897,Certified,2021-12-30,Computer Systems Engineers/Architects,"Salesforce.com, Inc.",San Francisco,CA,San Antonio,TX,90917.0
I-200-22136-175533,Certified,2022-05-23,"Software Developers, Applications",Quadrant Resource Llc,Redmond,WA,Redmond,WA,119350.0
I-200-20281-862116,Certified,2020-10-15,"Software Developers, Applications",Capgemini America Inc,Chicago,IL,Glen Allen,VA,102107.0
I-200-19093-212939,Certified,2019-04-09,Soil And Plant Scientists,University Of Maryland College Park,College Park,MD,College Park,MD,43202.0
I-200-22072-974388,Certified,2022-03-18,"Electronics Engineers, Except Computer","Western Digital Technologies, Inc.",San Jose,CA,San Jose,CA,124176.0
I-200-21146-347358,Certified,2021-06-03,Computer Systems Engineers/Architects,Sunrise Infotek Corp.,Cary,NC,Newark,CA,95555.0
I-200-20147-598665,Certified,2020-06-01,Computer Systems Engineers/Architects,"Renotek Group, Llc",Piscataway,NJ,Iowa City,IA,79061.0
I-200-22080-993659,Certified,2022-03-28,Computer Systems Analysts,Ernst & Young U.s. Llp,Secaucus,NJ,Charlotte,NC,81869.0
I-200-23047-778907,Certified,2023-02-23,Computer Systems Analysts,Ernst & Young U.s. Llp,Secaucus,NJ,New York,NY,73965.0
I-200-23052-789259,Certified,2023-02-28,Software Developers,Google Llc,Mountain View,CA,Mayfield Heights,OH,87194.0
I-200-22223-412474,Certified,2022-08-18,"English Language And Literature Teachers, Postsecondary",Case Western Reserve University,Cleveland,OH,Cleveland,OH,38460.0
I-200-19247-320146,Certified,2019-09-11,Electrical Engineers,A123 Systems Llc,Livonia,MI,Livonia,MI,109138.0
I-200-19316-140054,Certified - Withdrawn,2021-12-20,"Software Developers, Applications",Litmus7 Systems Consulting Inc.,San Francisco,CA,Boca Raton,FL,79560.0
I-200-23082-872725,Certified,2023-03-30,Software Developers,Pioneer Consulting Services Llc,Princeton,NJ,Tempe,AZ,95139.0
I-200-22193-345561,Certified,2022-07-19,"Mathematical Science Teachers, Postsecondary",Clarendon County School District,Manning,SC,Summerton,SC,50320.0
I-200-21181-437396,Certified,2021-07-08,"Software Developers, Applications",Dish Network Llc,Englewood,CO,Englewood,CO,92477.0
I-200-20236-783038,Certified,2020-08-28,"Software Developers, Applications","Thirthasoft,Llc",Marietta,GA,Raleigh,NC,91291.0
I-200-23083-877709,Certified,2023-03-31,Software Developers,"Flexport, Inc.",San Francisco,CA,San Francisco,CA,132870.0
I-200-21320-707673,Certified,2021-11-23,"Software Developers, Applications","Neustar, Inc.",Reston,VA,Fremont,CA,167710.0
I-200-20099-470131,Certified,2020-04-15,"Software Developers, Systems Software",Blue Clarion Corporation,Vernon Hills,IL,Houston,TX,89565.0
I-200-20211-741791,Certified,2020-08-05,Computer Programmers,"Geometric Americas, Inc.",Troy,MI,Dearborn,MI,63128.0
I-200-22091-027546,Certified,2022-04-08,"Software Developers, Applications",Amazon.com Services Llc,Arlington,VA,Santa Clara,CA,130894.0
I-200-22151-227219,Certified,2022-06-07,"Software Developers, Applications",Riverpoint Management Llc,Rosemont,IL,Rockville,MD,98550.0
I-200-21152-357913,Certified,2021-06-08,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Rockville,MD,Charlotte,NC,93413.0
I-200-21091-189299,Certified,2021-04-08,"Software Developers, Systems Software",Amazon.com Services Llc,Seattle,WA,San Jose,CA,145725.0
I-200-21049-086491,Certified,2021-02-25,Software Quality Assurance Engineers And Testers,"Msci, Inc.",New York,NY,Berkeley,CA,95555.0
I-200-21343-755736,Certified,2021-12-16,"Software Developers, Applications",Google Llc,Mountain View,CA,Sunnyvale,CA,130894.0
I-200-23160-094264,Certified,2023-06-16,Software Developers,"Slk America, Inc.",Cincinnati,OH,Windsor,CT,96054.0
I-200-23006-687097,Certified,2023-01-13,"Software Developers, Non R&D",Providence Health & Services,Renton,WA,Beaverton,OR,116002.0
I-200-21301-673571,Certified,2021-11-04,Physical Therapists,Amity Rehab Services Llc,Sugar Land,TX,Sugar Land,TX,48048.0
I-200-19060-890097,Certified,2019-03-20,Accountants And Auditors,Jr Seasons Insurance Group,City Of Industry,CA,City Of Industry,CA,49712.0
I-200-21253-577552,Certified,2021-09-17,Computer Systems Engineers/Architects,"Compunnel Software Group, Inc",Plainsboro,NJ,Philadelphia,PA,56555.0
I-200-23096-909981,Certified,2023-04-13,Sales Managers,Precisely Software Incorporated,Burlington,MA,Sunnyvale,CA,152859.0
I-200-20364-982726,Certified,2021-01-06,"Electronics Engineers, Except Computer","Western Digital Technologies, Inc.",San Jose,CA,San Jose,CA,92934.0
I-200-19246-911337,Certified,2019-09-12,"Computer Occupations, All Other","Universal Cable Holdings, Inc.",Long Island City,NY,Plano,TX,96470.0
I-200-20087-441822,Certified,2020-04-03,"Software Developers, Applications","A100 Us, Llc",Seattle,WA,Cupertino,CA,131726.0
I-200-21134-313703,Certified,2021-05-21,"Software Developers, Applications",Maxotech Solutions Llc,Irving,TX,Hartford,CT,85571.0
I-200-20134-565544,Certified,2020-05-19,"Software Developers, Applications",Hallmark Global Technologies Inc,Hauppauge,NY,Long Island City,NY,96595.0
I-200-21112-251199,Certified,2021-04-29,Industrial Engineers,Ox Engineered Products,Northville,MI,Constantine,MI,66810.0
I-200-21244-558679,Certified,2021-09-09,Financial Analysts,Alpha Square Group S Llc,New York,NY,New York,NY,70845.0
I-200-19305-121864,Certified,2019-11-08,"Electronics Engineers, Except Computer","Marvell Semiconductor, Inc.",Santa Clara,CA,Santa Clara,CA,134597.0
I-200-20134-566385,Certified,2020-05-20,Computer And Information Research Scientists,Amazon.com Services Llc,Seattle,WA,Seattle,WA,124280.0
I-200-20259-823132,Certified,2020-09-22,"Software Developers, Applications",Accenture Llp,Chicago,IL,New York,NY,122221.0
I-200-20063-369925,Certified,2020-03-10,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,Los Angeles,CA,84656.0
I-200-21302-675519,Certified,2021-11-05,"Software Developers, Applications","Express, Llc",Columbus,OH,Columbus,OH,101379.0
I-200-20060-362845,Certified,2020-03-06,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Hartford,CT,92997.0
I-200-20174-672870,Certified,2020-06-29,Cost Estimators,Xl Construction Corporation,Milpitas,CA,Milpitas,CA,101192.0
I-200-20316-907711,Certified,2020-11-18,Computer Systems Analysts,International Business Machines Corporation,Durham,NC,Austin,TX,167565.0
I-200-20066-383040,Certified,2020-03-12,Data Warehousing Specialists,"Centralsquare Technologies, Llc",Lake Mary,FL,Sioux Falls,SD,62442.0
I-200-20106-490709,Certified,2020-04-22,"Software Developers, Applications","Conflux Systems, Inc.",Alpharetta,GA,Dearborn,MI,79498.0
I-200-21091-192051,Certified,2021-04-08,"Computer Occupations, All Other","Prokarma, Inc.",Omaha,NE,Omaha,NE,95264.0
I-200-22326-603019,Certified,2022-11-30,Software Developers,Regal Rexnord Corporation,Beloit,WI,Milwaukee,WI,119184.0
I-200-20017-261240,Certified,2020-01-27,"Computer Occupations, All Other",Synechron Inc,New York,NY,West Des Moines,IA,83554.0
I-200-19331-170822,Certified,2019-12-05,Business Intelligence Analysts,International Business Machines Corporation,Durham,NC,Hartland,WI,89898.0
I-200-20358-978381,Certified,2021-01-04,Information Security Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Maywood,NJ,127858.0
I-200-21154-367102,Certified,2021-06-10,"Software Developers, Applications","V-Soft Consulting Group, Inc",Louisville,KY,Atlanta,GA,103501.0
I-200-20105-485241,Certified,2020-04-21,"Software Developers, Systems Software",Prorsum Technologies Inc.,Itasca,IL,Overland Park,KS,78229.0
I-200-21158-376244,Certified,2021-06-14,Business Intelligence Analysts,"Blackrock Financial Management, Inc.",Wilmington,DE,Jersey City,NJ,67766.0
I-200-19303-116405,Certified,2019-11-06,"Mathematical Science Teachers, Postsecondary",North Carolina State University,Raleigh,NC,Raleigh,NC,59847.0
I-200-19351-200734,Certified,2019-12-23,"Software Developers, Applications","Salesforce.com, Inc.",San Francisco,CA,Irvine,CA,114899.0
I-200-20142-594191,Certified,2020-05-29,Accountants,Phen Llc,Kansas City,MO,Kansas City,MO,68286.0
I-200-21032-046657,Withdrawn,2021-02-05,"Software Developers, Applications","Qualiaos, Inc.",Los Angeles,CA,Brooklyn,NY,100526.0
I-200-23142-042400,Certified,2023-05-29,Data Warehousing Specialists,"Bpm Bi, Inc.",Washington,DC,Washington,DC,96907.0
I-200-19232-292367,Certified,2019-08-26,"Software Developers, Applications","Virtuoso Technologies, Inc",Houston,TX,Albuquerque,NM,55890.0
I-200-22011-823076,Certified,2022-01-19,"Software Developers, Systems Software","Amazon Web Services, Inc.",Seattle,WA,Cary,NC,94806.0
I-200-21132-307431,Certified,2021-05-19,Computer And Information Systems Managers,Pricewaterhousecoopers Advisory Services Llc,Tampa,FL,San Jose,CA,178069.0
I-200-22083-005393,Certified,2022-03-31,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,Charlotte,NC,85842.0
I-200-22059-938037,Certified,2022-03-07,"Software Developers, Applications",Staidlogic Llc,Worthington,OH,Worthington,OH,101379.0
I-200-22160-261963,Certified,2022-06-16,Manufacturing Engineers,"Acutec Precision Aerospace, Inc.",Meadville,PA,Meadville,PA,61526.0
I-200-19270-328951,Certified,2019-10-03,"Software Developers, Applications",Google Llc,Mountain View,CA,Sunnyvale,CA,108784.0
I-200-22147-220822,Certified,2022-06-06,Computer And Information Systems Managers,Deloitte Consulting Llp,Philadelphia,PA,West New York,NJ,201323.0
I-200-21106-231386,Certified,2021-04-23,"Software Developers, Applications",Costco Wholesale Corporation,Issaquah,WA,Issaquah,WA,92102.0
I-200-19361-219124,Certified - Withdrawn,2020-02-11,"Software Developers, Applications",Riddell Sports,Des Plaines,IL,Irving,TX,111010.0
I-200-19106-765267,Certified,2019-04-23,"Software Developers, Applications","Erp Analysts, Inc",Dublin,OH,Dublin,OH,87693.0
I-200-21033-048641,Certified,2021-02-09,"Software Developers, Applications",Amazon.com Services Llc,Seattle,WA,Seattle,WA,113110.0
I-200-22194-350672,Certified - Withdrawn,2022-07-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Monmouth Junction,NJ,138590.0
I-200-20129-556216,Certified,2020-05-15,Financial Analysts,Rothschild & Co Us Inc.,New York,NY,Palo Alto,CA,139443.0
I-200-19353-208194,Certified,2019-12-27,Information Technology Project Managers,"Synechron, Inc.",New York,NY,Harrison,NY,100651.0
I-200-19060-015976,Certified,2019-03-07,"Software Developers, Applications",Sydata Inc,San Diego,CA,Atlanta,GA,84240.0
I-200-22272-501796,Certified,2022-10-06,Software Developers,"Capgemini America, Inc.",Chicago,IL,Irving,TX,116938.0
I-200-22152-230775,Certified,2022-06-08,"Computer Science Teachers, Postsecondary",Texas A&M University - Corpus Christi,Corpus Christi,TX,Corpus Christi,TX,41043.0
I-200-19075-606597,Certified,2019-03-21,Information Technology Project Managers,Infosys Limited,Richardson,TX,Redmond,WA,74048.0
I-200-22220-402063,Certified,2022-08-15,Network And Computer Systems Administrators,Cira Infotech Inc.,Alpharetta,GA,Jacksonville,FL,64147.0
I-200-21317-704039,Certified,2021-11-19,"Software Developers, Systems Software",Apple Inc.,Cupertino,CA,Cupertino,CA,174725.0
I-200-20197-717370,Certified,2020-07-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Davidson,NC,98114.0
I-200-22013-828607,Certified,2022-01-21,"Software Developers, Systems Software","Oath Holdings, Inc.",San Jose,CA,San Jose,CA,146949.0
I-200-21117-261578,Certified,2021-05-04,Computer Systems Analysts,Coforge Limited F/K/A Niit Technologies Limited,Princeton,NJ,New Hartford,NY,86320.0
I-200-22238-439662,Certified,2022-09-02,Network And Computer Systems Administrators,Sapphire Software Solutions Inc.,Ashburn,VA,Plano,TX,79123.0
I-200-20007-236765,Certified,2020-01-14,"Software Developers, Applications",Deloitte Consulting Llp,Philadelphia,PA,San Jose,CA,108784.0
I-200-20154-618535,Certified,2020-06-09,"Software Developers, Systems Software","Brillio, Llc",Santa Clara,CA,Tempe,AZ,84427.0
I-200-23057-804060,Certified,2023-03-03,Information Technology Project Managers,Hcl America Inc,Sunnyvale,CA,Austin,TX,75691.0
I-200-20276-856518,Certified,2020-10-09,Network And Computer Systems Administrators,"Redolent, Inc.",San Jose,CA,Milpitas,CA,98613.0
I-200-20079-419611,Certified,2020-03-26,"Middle School Teachers, Except Special And Career/Technical Education","New Springs, Inc.",Tampa,FL,Tampa,FL,43190.0
I-200-19291-094566,Certified,2019-10-25,Computer Systems Analysts,Infosys Limited,Richardson,TX,Chicago,IL,89981.0
I-200-23159-091166,Certified,2023-06-15,Software Developers,Ah Infotech Llc,Princeton,NJ,New York,NY,85197.0
I-200-19352-201843,Certified,2019-12-26,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,San Jose,CA,100152.0
I-200-21224-519385,Certified,2021-08-19,"Electronics Engineers, Except Computer","Qualcomm Technologies, Inc.",San Diego,CA,San Diego,CA,138570.0
I-200-23024-723949,Certified,2023-01-31,Software Developers,Bytedance Inc.,Mountain View,CA,Mountain View,CA,192941.0
I-200-19329-165130,Certified,2019-12-03,"Software Developers, Applications","Softnice, Inc.",Allentown,PA,Orlando,FL,79373.0
I-200-19092-399635,Certified,2019-04-08,Database Administrators,Capgemini America Inc,Chicago,IL,Jersey City,NJ,102856.0
I-200-21217-503484,Certified,2021-08-12,Database Architects,International Business Machines Corporation,Durham,NC,Chicago,IL,76045.0
I-200-20254-813795,Certified,2020-09-16,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,West Des Moines,IA,72405.0
I-200-19350-199709,Certified,2019-12-23,Computer Systems Analysts,"Beckman Coulter, Inc.",Brea,CA,Brea,CA,112424.0
I-200-21328-724196,Certified,2021-12-02,Computer Systems Analysts,"Opus Consulting Solutions, Inc.",Alpharetta,GA,Austin,TX,72301.0
I-200-20055-346361,Certified,2020-03-02,"Software Developers, Systems Software","Sg Americas Operational Services, Llc",Jersey City,NJ,New York,NY,123032.0
I-200-23039-758244,Certified,2023-02-15,Computer And Information Systems Managers,Amazon.com Services Llc,Seattle,WA,Seattle,WA,211141.0
I-200-23039-760525,Certified,2023-02-15,Software Developers,Cardlytics Inc.,Atlanta,GA,Sunnyvale,CA,141378.0
I-200-20105-485245,Certified - Withdrawn,2020-05-04,"Electronics Engineers, Except Computer","Velodyne Lidar, Inc.",San Jose,CA,Alameda,CA,112299.0
I-200-19331-169666,Certified,2019-12-04,Construction Managers,"Us Home Pros, Inc.",Reseda,CA,Reseda,CA,64397.0
I-200-21083-170312,Certified,2021-03-31,Marketing Managers,"Janssen Global Services, Llc",New Brunswick,NJ,Horsham,PA,127067.0
I-200-21333-729990,Certified,2021-12-06,Management Analysts,Highmark Health,Pittsburgh,PA,Pittsburgh,PA,103646.0
I-200-23121-980939,Certified,2023-05-08,Business Intelligence Analysts,Van Eck Associates Corporation,New York,NY,New York,NY,153525.0
I-200-21362-788582,Certified,2022-01-05,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Cumming,GA,94203.0
I-200-22255-465765,Certified,2022-09-19,Civil Engineers,"Amazon Data Services, Inc",Seattle,WA,Seattle,WA,72904.0
I-200-21132-306520,Certified,2021-05-19,Computer And Information Systems Managers,Julia Computing Inc.,Newton,MA,Somerville,MA,161866.0
I-200-19275-067019,Certified,2019-10-08,"Software Developers, Systems Software",Applied Computer Techniques,Wixom,MI,Austin,TX,91957.0
I-200-19331-170224,Certified,2019-12-05,Computer Systems Analysts,Ibm India Private Limited,Durham,NC,Secaucus,NJ,113672.0
I-200-22160-264559,Certified,2022-06-16,Web Developers,Tata Consultancy Services Limited,Rockville,MD,West Chester,PA,65000.0
I-200-19297-106185,Certified,2019-10-31,"Software Developers, Applications",Deloitte Consulting Llp,Philadelphia,PA,Charlotte,NC,89918.0
I-200-21308-688134,Certified,2021-11-12,Computer And Information Systems Managers,Amazon.com Services Llc,Seattle,WA,Sunnyvale,CA,147147.0
I-200-22116-108810,Certified,2022-05-03,Accountants And Auditors,Paxel Consulting Llc,Arlington,TX,Arlington,TX,53726.0
I-200-21077-156017,Certified,2021-03-25,Computer Systems Engineers/Architects,"Genentech, Inc.",South San Francisco,CA,Hillsboro,OR,103043.0
I-200-18330-273996,Certified,2019-01-11,Financial Analysts,Morgan Stanley & Co. Llc,New York,NY,New York,NY,90110.0
I-200-22159-257670,Certified,2022-06-15,Software Quality Assurance Engineers And Testers,"Nagarro, Inc",San Jose,CA,New York,NY,69826.0
I-200-19093-054467,Certified,2019-04-09,"Software Developers, Applications",8k Miles Health Cloud Inc,East Brunswick,NJ,Sunnyvale,CA,109242.0
I-200-20069-390099,Certified,2020-03-16,"Software Developers, Applications","Affirmed Networks, Inc.",Acton,MA,Acton,MA,91874.0
