,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
2416142,I-200-20356-972867,Certified,2020-12-30,Database Administrators,"Dai Global, Llc",Bethesda,MD,127858.0,Maryland,6164660.0
2416143,I-200-20356-972587,Certified,2020-12-30,"Software Developers, Applications","Adidas America, Inc.",Spartanburg,SC,94515.0,South Carolina,5282634.0
2416144,I-200-20356-973644,Certified,2020-12-30,Civil Engineers,Lets America Inc,Chandler,AZ,56202.0,Arizona,7359197.0
2416145,I-200-20356-972333,Certified,2020-12-30,"Software Developers, Applications",Duck Creek Technologies Llc,Columbia,SC,82098.0,South Carolina,5282634.0
2416146,I-200-20356-972724,Certified,2020-12-30,"Physicians And Surgeons, All Other","Mercy Hospital, Cedar Rapids, Iowa",Cedar Rapids,IA,208000.0,Iowa,3200517.0
2416147,I-200-20356-972594,Certified,2020-12-30,Supply Chain Managers,Amazon.com Services Llc,Easton,PA,94494.0,Pennsylvania,12972008.0
2416148,I-200-20356-973556,Certified,2020-12-30,"Software Developers, Systems Software","Twitter, Inc.",Beaverton,OR,125424.0,Oregon,4240137.0
2416149,I-200-20356-973001,Certified,2020-12-30,"Computer Occupations, All Other",Csc Covansys Corporation,Lake Hiawatha,NJ,67766.0,New Jersey,9261699.0
2416150,I-200-20357-974248,Certified,2020-12-30,Sales Managers,"Salesforce.com, Inc.",Long Island City,NY,152901.0,New York,19677151.0
2416151,I-200-20356-973971,Certified,2020-12-30,"Software Developers, Systems Software","Cisco Systems, Inc.",Richardson,TX,110344.0,Texas,30029572.0
2416152,I-200-20356-973378,Certified,2020-12-30,"Software Developers, Applications","Workday, Inc.",Pleasanton,CA,120931.0,California,39029342.0
2416153,I-200-20356-971856,Certified,2020-12-30,Information Technology Project Managers,Accenture Llp,Pittsburgh,PA,93246.0,Pennsylvania,12972008.0
2416154,I-200-20356-973553,Certified,2020-12-30,"Software Developers, Applications","Charter Communications, Inc.",Maryland Heights,MO,96671.0,Missouri,6177957.0
2416155,I-200-20356-973717,Certified,2020-12-30,"Software Developers, Applications",Barclays Services Llc,Whippany,NJ,143936.0,New Jersey,9261699.0
2416156,I-200-20356-972638,Certified,2020-12-30,"Postsecondary Teachers, All Other",The New School,New York,NY,47630.0,New York,19677151.0
2416157,I-200-20356-973441,Certified,2020-12-30,Computer Systems Analysts,Wellington Management Company Llp,Boston,MA,115398.0,Massachusetts,6981974.0
2416158,I-200-20356-971844,Certified,2020-12-30,Architectural And Engineering Managers,Intel Corporation,Folsom,CA,134451.0,California,39029342.0
2416159,I-200-20357-974201,Certified,2020-12-30,Accountants And Auditors,Canadian Solar (Usa) Energy Corporation,Walnut Creek,CA,59467.0,California,39029342.0
2416160,I-200-20356-972296,Certified,2020-12-30,"Software Developers, Applications","Paypal Data Services, Inc.",Austin,TX,124550.0,Texas,30029572.0
2416161,I-200-20356-973086,Certified,2020-12-30,"Software Developers, Applications","Pinterest, Inc.",San Francisco,CA,145246.0,California,39029342.0
2416162,I-200-20356-973439,Certified,2020-12-30,Software Quality Assurance Engineers And Testers,Goldman Sachs Bank Usa,New York,NY,114962.0,New York,19677151.0
2416163,I-200-20356-973656,Certified,2020-12-30,"Software Developers, Applications","Companion Professional Services, Llc",Columbia,SC,99424.0,South Carolina,5282634.0
2416164,I-200-20356-972233,Certified,2020-12-30,Software Quality Assurance Engineers And Testers,"Mortgage Management Solutions, Llc",Alpharetta,GA,114899.0,Georgia,10912876.0
2416165,I-200-20356-972249,Certified,2020-12-30,"Software Developers, Applications",Data Science Technologies Llc,Ca,CA,96616.0,California,39029342.0
2416166,I-200-20356-973435,Certified,2020-12-30,"Software Developers, Applications",Destination 2 Success Llc,Columbus,OH,83075.0,Ohio,11756058.0
2416167,I-200-20356-973055,Certified,2020-12-30,"Medical Scientists, Except Epidemiologists",Kite Pharma Inc.,Gaithersburg,MD,137488.0,Maryland,6164660.0
2416168,I-200-20356-972734,Certified,2020-12-30,Computer Network Architects,"Juniper Networks (Us), Inc.",Herndon,VA,85144.0,Virginia,8683619.0
2416169,I-200-20356-971833,Certified,2020-12-30,Sales Engineers,Intel Corporation,Chandler,AZ,98484.0,Arizona,7359197.0
2416170,I-200-20356-973818,Certified,2020-12-30,"Software Developers, Systems Software","Cisco Systems, Inc.",Research Triangle Park,NC,108410.0,North Carolina,10698973.0
2416171,I-200-20356-973715,Certified,2020-12-30,Software Quality Assurance Engineers And Testers,"Cisco Systems, Inc.",Richardson,TX,74027.0,Texas,30029572.0
2416172,I-200-20356-973276,Certified,2020-12-30,"Software Developers, Applications","Comcast Cable Communications, Llc",Philadelphia,PA,89773.0,Pennsylvania,12972008.0
2416173,I-200-20356-972321,Certified,2020-12-30,"Software Developers, Applications",Duck Creek Technologies Llc,Columbia,SC,64792.0,South Carolina,5282634.0
2416174,I-200-20356-971825,Certified,2020-12-30,"Software Developers, Systems Software",Intel Corporation,Santa  Clara,CA,142168.0,California,39029342.0
2416175,I-200-20356-972615,Certified,2020-12-30,"Software Developers, Applications",Platinum Db Consulting Inc,Austin,TX,106080.0,Texas,30029572.0
2416176,I-200-20356-972616,Certified,2020-12-30,"Software Developers, Applications",Extreme Networks Inc,San Jose,CA,145725.0,California,39029342.0
2416177,I-200-20357-974163,Certified,2020-12-30,"Electronics Engineers, Except Computer",Apple Inc.,San Diego,CA,148762.0,California,39029342.0
2416178,I-200-20356-971942,Certified,2020-12-30,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,134098.0,Washington,7785786.0
2416179,I-200-20356-972020,Certified,2020-12-30,Computer Systems Analysts,Deloitte Tax Llp,Glendale,AZ,77106.0,Arizona,7359197.0
2416180,I-200-20356-973110,Certified,2020-12-30,Business Intelligence Analysts,Amazon.com Services Llc,Seattle,WA,77875.0,Washington,7785786.0
2416181,I-200-20356-972568,Certified,2020-12-30,"Software Developers, Applications",Data Science Technologies Llc,Menlo Park,CA,96616.0,California,39029342.0
2416182,I-200-20356-972766,Certified,2020-12-30,Statisticians,Canadian Imperial Bank Of Commerce,New York,NY,89898.0,New York,19677151.0
2416183,I-200-20356-973742,Certified,2020-12-30,Marketing Managers,"Palo Alto Networks, Inc.",Santa Clara,CA,180346.0,California,39029342.0
2416184,I-200-20356-971924,Certified,2020-12-30,"Software Developers, Applications",Microsoft Corporation,Bellevue,WA,134098.0,Washington,7785786.0
2416185,I-200-20356-973837,Certified,2020-12-30,Computer And Information Research Scientists,Amazon.com Services Llc,Seattle,WA,124384.0,Washington,7785786.0
2416186,I-200-20356-972673,Certified,2020-12-30,"Software Developers, Systems Software",Vcloud Technology Group Llc,Menlo Park,CA,96616.0,California,39029342.0
2416187,I-200-20356-972401,Certified,2020-12-30,Mechanical Engineers,The Bennu Group Inc,South Holland,IL,61360.0,Illinois,12582032.0
2416188,I-200-20356-971858,Certified,2020-12-30,Information Technology Project Managers,Accenture Llp,Sunnyvale,CA,163800.0,California,39029342.0
2416189,I-200-20356-972472,Certified,2020-12-30,Industrial Engineers,"Ashley Furniture Industries, Inc.",Arcadia,WI,92040.0,Wisconsin,5892539.0
2416190,I-200-20357-974287,Certified,2020-12-30,Industrial Engineers,Apple Inc.,Cupertino,CA,121950.0,California,39029342.0
2416191,I-200-20357-974235,Certified,2020-12-30,"Software Developers, Applications",Apple Inc.,Cupertino,CA,136252.0,California,39029342.0
2416192,I-200-20356-973288,Certified,2020-12-30,"Software Developers, Applications","Randstad Technologies, Llc",Des Plaines,IL,104624.0,Illinois,12582032.0
2416193,I-200-20357-974297,Certified,2020-12-30,"Software Developers, Systems Software",Apple Inc.,Cupertino,CA,170872.0,California,39029342.0
2416194,I-200-20356-971974,Certified,2020-12-30,Materials Engineers,Intel Corporation,Rio Rancho,NM,107973.0,New Mexico,2113344.0
2416195,I-200-20356-972471,Certified,2020-12-30,"Software Developers, Applications","Wells Fargo Bank, N.a.",Charlotte,NC,122616.0,North Carolina,10698973.0
2416196,I-200-20356-971824,Certified,2020-12-30,"Software Developers, Applications",Microsoft Corporation,Shrewsbury,MA,108722.0,Massachusetts,6981974.0
2416197,I-200-20356-973285,Certified,2020-12-30,"Software Developers, Applications","Oracle Financial Services Software, Inc.",Tampa,FL,106110.0,Florida,22244823.0
2416198,I-200-20356-973693,Certified,2020-12-30,"Software Developers, Applications","Peloton Interactive, Inc.",New York,NY,122221.0,New York,19677151.0
2416199,I-200-20356-972676,Certified,2020-12-30,Civil Engineers,Mbm Inc.,Winnetka,CA,130104.0,California,39029342.0
2416200,I-200-20356-972060,Certified,2020-12-30,Accountants And Auditors,Amazon.com Services Llc.,Santa Clara,CA,90750.0,California,39029342.0
2416201,I-200-20356-972195,Certified,2020-12-30,Software Quality Assurance Engineers And Testers,"Idexx Laboratories, Inc.",Westbrook,ME,94640.0,Maine,1385340.0
2416202,I-200-20356-972906,Certified,2020-12-30,"Software Developers, Applications",Tenna Llc,Edison,NJ,122221.0,New Jersey,9261699.0
2416203,I-200-20356-972575,Certified,2020-12-30,Cost Estimators,Parsons Transportation Group Inc.,Chico,CA,64438.0,California,39029342.0
2416204,I-200-20357-974187,Certified,2020-12-30,"Software Developers, Applications",Factory Mutual Insurance Company,Johnston,RI,108555.0,Rhode Island,1093734.0
2416205,I-200-20357-974145,Certified,2020-12-30,"Software Developers, Applications",American Bankers Insurance Company Of Florida,Jersey City,NJ,122221.0,New Jersey,9261699.0
2416206,I-200-20356-973493,Certified,2020-12-30,"Software Developers, Systems Software",Cgi Technologies And Solutions Inc.,Downey,CA,99632.0,California,39029342.0
2416207,I-200-20356-972715,Certified,2020-12-30,Computer And Information Research Scientists,Amazon.com Services Llc,Seattle,WA,139880.0,Washington,7785786.0
2416208,I-200-20356-973121,Certified,2020-12-30,Computer Hardware Engineers,Google Llc,Mountain View,CA,132808.0,California,39029342.0
2416209,I-200-20357-974217,Certified,2020-12-30,Accountants,Canadian Solar (Usa) Energy Corporation,Walnut Creek,CA,76523.0,California,39029342.0
2416210,I-200-20356-973737,Certified,2020-12-30,"Software Developers, Systems Software","Cisco Systems, Inc.",Fulton,MD,117894.0,Maryland,6164660.0
2416211,I-200-20356-973597,Certified,2020-12-30,"Software Developers, Applications","Companion Professional Services, Llc",Columbia,SC,99424.0,South Carolina,5282634.0
2416212,I-200-20356-974001,Certified,2020-12-30,Software Quality Assurance Engineers And Testers,Starbucks Coffee Company,Seattle,WA,116377.0,Washington,7785786.0
2416213,I-200-20357-976243,Certified,2020-12-31,"Software Developers, Applications",Caliber It Solutions Inc,Tempe,AZ,83637.0,Arizona,7359197.0
2416214,I-200-20357-974762,Certified,2020-12-31,Computer And Information Systems Managers,"Facebook, Inc.",Austin,TX,159890.0,Texas,30029572.0
2416215,I-200-20357-975243,Certified,2020-12-31,Sales Engineers,"Hcl America, Inc.",San Antonio,TX,116002.0,Texas,30029572.0
2416216,I-200-20357-976331,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,"Techtu Business Solutions, Inc.",Oakland,CA,70720.0,California,39029342.0
2416217,I-200-20358-976802,Certified,2020-12-31,"Software Developers, Applications","Manhattan Associates, Inc.",Atlanta,GA,68203.0,Georgia,10912876.0
2416218,I-200-20357-975267,Certified,2020-12-31,"Electronics Engineers, Except Computer","Qualcomm Technologies, Inc.",San Diego,CA,108930.0,California,39029342.0
2416219,I-200-20357-974817,Certified,2020-12-31,Computer Systems Analysts,Capgemini America Inc,Concord,CA,101338.0,California,39029342.0
2416220,I-200-20357-975316,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,Isite Technologies Inc.,Eden Prairie,MN,70762.0,Minnesota,5717184.0
2416221,I-200-20357-976291,Certified,2020-12-31,"Software Developers, Applications","Infotech Valley, Inc",Plano,TX,93558.0,Texas,30029572.0
2416222,I-200-20358-976798,Certified,2020-12-31,"Software Developers, Applications","Manhattan Associates, Inc.",Atlanta,GA,68203.0,Georgia,10912876.0
2416223,I-200-20357-976159,Certified,2020-12-31,"Software Developers, Applications","Iris Software, Inc.",Jersey City,NJ,122221.0,New Jersey,9261699.0
2416224,I-200-20357-975462,Certified,2020-12-31,Computer Systems Analysts,"Hcl America, Inc.",Burbank,CA,105373.0,California,39029342.0
2416225,I-200-20357-975464,Certified,2020-12-31,"Software Developers, Applications","Miracle Software Systems, Inc.",Novi,MI,79248.0,Michigan,10034113.0
2416226,I-200-20357-975789,Certified,2020-12-31,Mechanical Engineers,Caresoft Global Inc,Burlington,IA,65083.0,Iowa,3200517.0
2416227,I-200-20358-976791,Certified,2020-12-31,"Software Developers, Applications",Cybage Software Inc,Clearwater,FL,81806.0,Florida,22244823.0
2416228,I-200-20357-975354,Certified,2020-12-31,Computer Systems Analysts,"Hcl America, Inc.",Redmond,WA,91042.0,Washington,7785786.0
2416229,I-200-20358-976599,Certified,2020-12-31,"Software Developers, Applications",Apptad Inc.,Irvine,CA,99632.0,California,39029342.0
2416230,I-200-20357-974793,Certified,2020-12-31,Computer Systems Analysts,Capgemini America Inc,Whitehouse Station,NJ,114067.0,New Jersey,9261699.0
2416231,I-200-20357-976190,Certified,2020-12-31,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Burlington,MA,72030.0,Massachusetts,6981974.0
2416232,I-200-20357-975923,Certified,2020-12-31,Computer Network Architects,Facebook Inc.,Menlo Park,CA,114130.0,California,39029342.0
2416233,I-200-20357-975865,Certified,2020-12-31,"Software Developers, Applications",Wissen It Inc,Irving,TX,93558.0,Texas,30029572.0
2416234,I-200-20357-975468,Certified,2020-12-31,"Software Developers, Applications","D2sol, Inc.",Columbia,SC,99424.0,South Carolina,5282634.0
2416235,I-200-20357-976182,Certified,2020-12-31,"Software Developers, Applications",Softworld Technologies Llc,Owings Mills,MD,94037.0,Maryland,6164660.0
2416236,I-200-20357-976339,Certified,2020-12-31,"Software Developers, Applications","Facebook, Inc.",Menlo Park,CA,160849.0,California,39029342.0
2416237,I-200-20357-974357,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Redmond,WA,77875.0,Washington,7785786.0
2416238,I-200-20357-974582,Certified,2020-12-31,"Software Developers, Applications","Kapstone Technologies, Llc",Somerset,NJ,122221.0,New Jersey,9261699.0
2416239,I-200-20357-976219,Certified,2020-12-31,"Software Developers, Applications","Nartal Systems, Inc.",Plano,TX,110344.0,Texas,30029572.0
2416240,I-200-20357-974790,Certified,2020-12-31,"Software Developers, Applications",Dataquest Corp,Atlanta,GA,68203.0,Georgia,10912876.0
2416241,I-200-20357-976221,Certified,2020-12-31,Database Administrators,Sree Infotech Llc,Norfolk,VA,68058.0,Virginia,8683619.0
2416242,I-200-20357-976404,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,Ust Global Inc,Mason,OH,61173.0,Ohio,11756058.0
2416243,I-200-20357-975424,Certified,2020-12-31,"Software Developers, Applications","Gspann Technologies, Inc.",Sunnyvale,CA,120578.0,California,39029342.0
2416244,I-200-20357-975519,Certified,2020-12-31,"Software Developers, Applications","Miracle Software Systems, Inc.",Novi,MI,95160.0,Michigan,10034113.0
2416245,I-200-20357-976424,Certified,2020-12-31,Photonics Engineers,Facebook Inc.,Redmond City,WA,110094.0,Washington,7785786.0
2416246,I-200-20357-975957,Certified,2020-12-31,"Software Developers, Applications",My3tech Inc,Windsor,CT,101296.0,Connecticut,3626205.0
2416247,I-200-20357-975963,Certified,2020-12-31,"Software Developers, Applications",Resource Logistics Inc,New York,NY,100526.0,New York,19677151.0
2416248,I-200-20357-974411,Certified,2020-12-31,Mechanical Engineers,L&T Technology Services Limited,Raymond,OH,73986.0,Ohio,11756058.0
2416249,I-200-20357-975238,Certified,2020-12-31,"Electronics Engineers, Except Computer","Qualcomm Technologies, Inc.",Santa Clara,CA,166026.0,California,39029342.0
2416250,I-200-20357-974498,Certified,2020-12-31,Computer Systems Engineers/Architects,Wipro Limited,Bear,DE,74090.0,Delaware,1018396.0
2416251,I-200-20357-974416,Certified,2020-12-31,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Charlotte,NC,98114.0,North Carolina,10698973.0
2416252,I-200-20357-974814,Certified,2020-12-31,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Davidson,NC,73486.0,North Carolina,10698973.0
2416253,I-200-20357-975710,Certified,2020-12-31,Computer And Information Systems Managers,Mphasis Corporation,Collierville,TN,67267.0,Tennessee,7051339.0
2416254,I-200-20357-974511,Certified,2020-12-31,Computer Systems Analysts,Infosys Limited,Hartford,CT,93309.0,Connecticut,3626205.0
2416255,I-200-20357-976152,Certified,2020-12-31,"Software Developers, Applications","Scepter Technologies, Inc",Beaverton,OR,90979.0,Oregon,4240137.0
2416256,I-200-20357-974558,Certified,2020-12-31,"Software Developers, Applications",Datacore Systems Inc.,Philadelphia,PA,89773.0,Pennsylvania,12972008.0
2416257,I-200-20357-975368,Certified,2020-12-31,Computer Systems Analysts,"Hcl America, Inc.",Milford,OH,95014.0,Ohio,11756058.0
2416258,I-200-20357-974765,Certified,2020-12-31,"Software Developers, Applications","Facebook, Inc.",Seattle,WA,155106.0,Washington,7785786.0
2416259,I-200-20357-974823,Certified,2020-12-31,Computer Systems Analysts,Capgemini America Inc,Stamford,CT,94411.0,Connecticut,3626205.0
2416260,I-200-20357-974377,Certified,2020-12-31,"Software Developers, Applications",Synechron Inc,Addison,TX,93558.0,Texas,30029572.0
2416261,I-200-20357-976262,Certified,2020-12-31,"Software Developers, Applications","Yash Technologies, Inc",Coralville,IA,80766.0,Iowa,3200517.0
2416262,I-200-20357-975879,Certified,2020-12-31,"Software Developers, Applications",Tek Leaders Inc,Alpharetta,GA,85842.0,Georgia,10912876.0
2416263,I-200-20357-975129,Certified,2020-12-31,Computer Programmers,"Hcl America, Inc.",New York,NY,77646.0,New York,19677151.0
2416264,I-200-20357-975138,Certified,2020-12-31,"Software Developers, Applications",Keane Soft Inc.,Redmond,WA,113110.0,Washington,7785786.0
2416265,I-200-20357-975385,Certified,2020-12-31,Computer Programmers,"Hcl America, Inc.",Santa Clara,CA,96221.0,California,39029342.0
2416266,I-200-20357-975494,Certified,2020-12-31,"Software Developers, Applications",Baanyan Software Services Inc.,Edison,NJ,78811.0,New Jersey,9261699.0
2416267,I-200-20357-974458,Certified,2020-12-31,"Software Developers, Applications",Datacore Systems Inc.,Philadelphia,PA,89773.0,Pennsylvania,12972008.0
2416268,I-200-20357-974625,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Florham Park,NJ,67766.0,New Jersey,9261699.0
2416269,I-200-20357-974513,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Franklin,WI,61818.0,Wisconsin,5892539.0
2416270,I-200-20357-976256,Certified,2020-12-31,"Software Developers, Applications","Yash Technologies, Inc",Louisville,KY,73757.0,Kentucky,4512310.0
2416271,I-200-20358-976772,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,Mindtree Limited,Irving,TX,74027.0,Texas,30029572.0
2416272,I-200-20357-974404,Certified,2020-12-31,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,El Segundo,CA,87173.0,California,39029342.0
2416273,I-200-20358-976759,Certified,2020-12-31,"Software Developers, Applications",Bytedance Inc.,Mountain View,CA,145725.0,California,39029342.0
2416274,I-200-20357-975242,Certified,2020-12-31,"Software Developers, Systems Software","Qualcomm Technologies, Inc.",San Diego,CA,98592.0,California,39029342.0
2416275,I-200-20357-974351,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Redmond,WA,77875.0,Washington,7785786.0
2416276,I-200-20357-975182,Certified,2020-12-31,Computer Systems Analysts,"Hcl America, Inc.",Cary,NC,95722.0,North Carolina,10698973.0
2416277,I-200-20357-975655,Certified,2020-12-31,Computer Systems Analysts,"Ls Solutions, Inc.",Sunnyvale,CA,101587.0,California,39029342.0
2416278,I-200-20357-974427,Certified,2020-12-31,Computer Systems Analysts,Infosys Limited,Phoenix,AZ,91104.0,Arizona,7359197.0
2416279,I-200-20357-974671,Certified,2020-12-31,"Software Developers, Applications",Tata Consultancy Services Limited,Irving,TX,93558.0,Texas,30029572.0
2416280,I-200-20357-976223,Certified,2020-12-31,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Raleigh,NC,75982.0,North Carolina,10698973.0
2416281,I-200-20357-976015,Certified,2020-12-31,"Software Developers, Applications","Capgemini America, Inc.",Coppell,TX,110344.0,Texas,30029572.0
2416282,I-200-20357-976346,Certified,2020-12-31,Data Warehousing Specialists,"Facebook, Inc.",Menlo Park,CA,95555.0,California,39029342.0
2416283,I-200-20357-975059,Certified,2020-12-31,"Software Developers, Applications","Mastech Digital Technologies, Inc.",Atlanta,GA,103501.0,Georgia,10912876.0
2416284,I-200-20357-974723,Certified,2020-12-31,"Computer Occupations, All Other",Anjaneyap Inc.,Greenwood Village,CO,90418.0,Colorado,5839926.0
2416285,I-200-20357-976284,Certified,2020-12-31,"Software Developers, Applications",Xavient Digital Llc,Monterey Park,CA,78125.0,California,39029342.0
2416286,I-200-20357-975952,Certified,2020-12-31,"Software Developers, Applications",Anavure Inc,Pasadena,CA,99632.0,California,39029342.0
2416287,I-200-20357-975161,Certified,2020-12-31,"Software Developers, Applications","Hcl America, Inc.",Bothell,WA,113110.0,Washington,7785786.0
2416288,I-200-20357-976059,Certified,2020-12-31,"Software Developers, Systems Software","Versa Networks, Inc.",San Jose,CA,145725.0,California,39029342.0
2416289,I-200-20357-975537,Certified,2020-12-31,"Software Developers, Applications","American It Solutions, Inc.",Rensselaer,NY,79643.0,New York,19677151.0
2416290,I-200-20357-975598,Certified,2020-12-31,Computer Systems Analysts,Ust Global Inc,Mason,OH,78166.0,Ohio,11756058.0
2416291,I-200-20357-976141,Certified,2020-12-31,"Software Developers, Applications","Cyquent, Inc.",Sterling,VA,97406.0,Virginia,8683619.0
2416292,I-200-20357-974642,Certified,2020-12-31,"Software Developers, Applications",Larsen & Toubro Infotech Limited,Bakersfield,CA,85446.0,California,39029342.0
2416293,I-200-20358-976795,Certified,2020-12-31,Computer And Information Systems Managers,"Manhattan Associates, Inc.",Atlanta,GA,111783.0,Georgia,10912876.0
2416294,I-200-20358-976633,Certified,2020-12-31,"Software Developers, Applications","Quora, Inc.",Mountain View,CA,170872.0,California,39029342.0
2416295,I-200-20357-975612,Certified,2020-12-31,"Software Developers, Applications","Pioneer Consulting Services, Llc",Durham,NC,90147.0,North Carolina,10698973.0
2416296,I-200-20357-975447,Certified,2020-12-31,Computer Programmers,"Hcl America, Inc.",Bothell,WA,122283.0,Washington,7785786.0
2416297,I-200-20357-975221,Certified,2020-12-31,Computer Systems Engineers/Architects,"Hcl America, Inc.",Las Vegas,NV,76149.0,Nevada,3177772.0
2416298,I-200-20357-974705,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Folsom,CA,72654.0,California,39029342.0
2416299,I-200-20357-974862,Certified,2020-12-31,Management Analysts,Capgemini America Inc,Columbus,OH,88234.0,Ohio,11756058.0
2416300,I-200-20357-974422,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Redmond,WA,77875.0,Washington,7785786.0
2416301,I-200-20357-975146,Certified,2020-12-31,Computer Systems Engineers/Architects,Etouch Systems Corporation,Mountain View,CA,84490.0,California,39029342.0
2416302,I-200-20357-976249,Certified,2020-12-31,Computer Systems Engineers/Architects,Virtusa Corporation,Jersey City,NJ,67766.0,New Jersey,9261699.0
2416303,I-200-20357-975032,Certified,2020-12-31,"Software Developers, Applications",Birlasoft Inc,Miamisburg,OH,78416.0,Ohio,11756058.0
2416304,I-200-20357-974619,Certified,2020-12-31,Computer Systems Analysts,Infosys Limited,Tempe,AZ,91104.0,Arizona,7359197.0
2416305,I-200-20358-976797,Certified,2020-12-31,Computer And Information Systems Managers,"Manhattan Associates, Inc.",Atlanta,GA,94274.0,Georgia,10912876.0
2416306,I-200-20357-975451,Certified,2020-12-31,"Software Developers, Systems Software","Smart Source Technologies, Inc",Rahway,NJ,100526.0,New Jersey,9261699.0
2416307,I-200-20358-976794,Certified,2020-12-31,"Software Developers, Applications",Pns Software Inc.,Frisco,TX,93558.0,Texas,30029572.0
2416308,I-200-20357-974417,Certified,2020-12-31,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Concord,NC,98114.0,North Carolina,10698973.0
2416309,I-200-20357-976246,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,"Compunnel Software Group, Inc","Woonsocket,",RI,64938.0,Rhode Island,1093734.0
2416310,I-200-20357-974559,Certified,2020-12-31,"Computer Occupations, All Other",Mindtree Limited,Austin,TX,63690.0,Texas,30029572.0
2416311,I-200-20357-976205,Certified,2020-12-31,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Woodland Hills,CA,67205.0,California,39029342.0
2416312,I-200-20357-974412,Certified,2020-12-31,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Fremont,CA,121306.0,California,39029342.0
2416313,I-200-20357-975610,Certified,2020-12-31,Web Developers,Tata Consultancy Services Limited,Richmond,VA,78291.0,Virginia,8683619.0
2416314,I-200-20357-975205,Certified,2020-12-31,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Tempe,AZ,66768.0,Arizona,7359197.0
2416315,I-200-20357-975248,Certified,2020-12-31,"Electronics Engineers, Except Computer","Qualcomm Technologies, Inc.",West Lafayette,IN,78915.0,Indiana,6833037.0
2416316,I-200-20357-975469,Certified,2020-12-31,"Software Developers, Systems Software","Qualcomm Technologies, Inc.",Boulder,CO,96866.0,Colorado,5839926.0
2416317,I-200-20357-974402,Certified,2020-12-31,Computer Systems Engineers/Architects,"Hcl America, Inc.",Mc Lean,VA,97594.0,Virginia,8683619.0
2416318,I-200-20357-974875,Certified,2020-12-31,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Seattle,WA,77875.0,Washington,7785786.0
2416319,I-200-20357-975529,Certified,2020-12-31,"Software Developers, Applications","Impetus Technologies, Inc.",Houston,TX,123323.0,Texas,30029572.0
2416320,I-200-20357-974415,Certified,2020-12-31,"Software Developers, Applications",Katalyst Technologies Inc.,Middletown,NJ,100526.0,New Jersey,9261699.0
2416321,I-200-20357-974463,Certified,2020-12-31,Computer Programmers,"Tech Mahindra (Americas), Inc",Temple Terrace,FL,67954.0,Florida,22244823.0
2416322,I-200-20357-974537,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,Capgemini America Inc,Atlanta,GA,74006.0,Georgia,10912876.0
2416323,I-200-20357-974612,Certified,2020-12-31,Management Analysts,"Iris Software, Inc.",Edison,NJ,89835.0,New Jersey,9261699.0
2416324,I-200-20357-974449,Certified,2020-12-31,Computer Systems Analysts,Wipro Limited,Franklin,WI,81370.0,Wisconsin,5892539.0
2416325,I-200-20357-975272,Certified,2020-12-31,Computer Systems Engineers/Architects,"Hcl America, Inc.",Bothell,WA,117125.0,Washington,7785786.0
2416326,I-200-20357-976448,Certified,2020-12-31,"Software Developers, Systems Software",Corporate Solutions General Inc,El Dorado Hills,CA,97677.0,California,39029342.0
2416327,I-200-20357-974441,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Bellevue,WA,77875.0,Washington,7785786.0
2416328,I-200-20357-975330,Certified,2020-12-31,"Software Developers, Applications",Dataquest Corp,Raleigh,NC,73923.0,North Carolina,10698973.0
2416329,I-200-20358-976747,Certified,2020-12-31,Computer Programmers,"Hcl America, Inc.",Charlotte,NC,78790.0,North Carolina,10698973.0
2416330,I-200-20358-976804,Certified,2020-12-31,"Software Developers, Applications","Manhattan Associates, Inc.",Atlanta,GA,68203.0,Georgia,10912876.0
2416331,I-200-20357-974758,Certified,2020-12-31,"Software Developers, Applications","Facebook, Inc.",Menlo Park,CA,169562.0,California,39029342.0
